"individual","assessment","group","width_0.1","width_0.2","width_0.3","width_0.4","width_0.5","width_0.6","width_0.7","width_0.8","width_0.9","thickness_0.1","thickness_0.2","thickness_0.3","thickness_0.4","thickness_0.5","thickness_0.6","thickness_0.7","thickness_0.8","thickness_0.9","max_length","PC1","PC2","pc1","pc2","assessment_stage"
"Iovita (39)","11","boxgrove",1.19918306921659,1.47228640862689,1.69261723157551,1.77133066857636,1.88589378975581,1.99043681287292,1.93309958507173,1.78023742240955,1.27455647352999,0.525721145004246,0.601428552586391,0.686376717270474,0.720779053951184,0.723117076832397,0.617460709486139,0.514253699444009,0.356938159865229,0.293811542072471,3.04610981095218,-0.185659682811134,-0.299445367439213,-1.7576144252237,1.00432016477823,"Boxgrove"
"Iovita (40)","11","boxgrove",1.09723219966303,1.48101745335683,1.81750050357962,2.02180576537991,2.12457343675071,2.10869421005359,2.04327626908306,1.80620612402745,1.21464901678963,0.451887007627223,0.55331277251658,0.645568843116051,0.733240066570578,0.687056118500782,0.604081567731319,0.518758680619324,0.410399732242492,0.237517447216091,3.35700271441951,-0.569295788378857,-0.21125041766528,-3.08900984138035,0.0805073659322349,"Boxgrove"
"Iovita (41)","11","boxgrove",1.02768715342468,1.38962293147328,1.72928950343505,1.91576351484346,2.07262682365289,2.09734319524377,2.0108358946757,1.788510908633,1.34141377104355,0.373437455917624,0.515862488253179,0.686185207334873,0.701357633459967,0.759355455905889,0.69120189661817,0.585361988568123,0.439021491426092,0.239699861121437,3.36240540256104,-0.448878488065374,-0.0322321189945418,-2.00018537800805,-0.460854622967886,"Boxgrove"
"Iovita (42)","11","boxgrove",0.860100612838303,1.11101654199222,1.42057892204629,1.67433487303557,1.84913821700188,2.03842567232852,2.01258147362676,1.86930237203292,1.42483895479933,0.345488656271354,0.568004367071688,0.729033605136511,0.749481762351092,0.761267852967829,0.793502100799148,0.667547132401001,0.559200299382076,0.292806251225455,3.07574364769319,0.0369511581737514,0.212578926597653,0.677432316646743,-0.77409365930016,"Boxgrove"
"Iovita (43)","11","boxgrove",0.78720829752995,1.28292928476827,1.77130893182171,2.0945685996348,2.22695342264091,2.22815692103187,2.12369326069615,1.94870459464989,1.51616727293721,0.327592262020566,0.602952693873268,0.679856241055907,0.709703001151829,0.749418448053661,0.694779621103868,0.563237246971436,0.397034119179224,0.21831460812098,3.53828526943595,-0.74794055658586,0.159307354698402,-2.61307940503521,-0.851716810842144,"Boxgrove"
"Iovita (44)","11","boxgrove",0.626960246439409,1.07234377078871,1.60683929188777,1.84541240001783,2.17680315228724,2.01640155813767,1.88829203409741,1.69948047662762,1.15422093215879,0.3783289525376,0.633136325422066,0.854945790599194,0.945998840743504,0.936822951969272,0.844181767229421,0.583904152960317,0.42209088361471,0.262042208264149,3.11803758924412,0.0305174616499768,0.0519607190707633,0.867199028975011,0.99422534059475,"Boxgrove"
"Iovita (45)","11","boxgrove",0.939040836551004,1.31730047158429,1.70241930389151,1.96239961032305,2.10761383553707,2.14492117680749,2.12802412986438,1.79694238827621,1.38823460924643,0.358685828178399,0.603609360106186,0.682908372492642,0.696794064534996,0.727911398509428,0.641585891354552,0.545055237036019,0.438152138059341,0.305317927437303,2.87417095527281,-0.250350874105965,-0.297377213420502,-1.99419184488004,0.255593463798374,"Boxgrove"
"Iovita (46)","11","boxgrove",1.09512983649444,1.44907799127889,1.76439867715884,1.88603411115597,2.10738868473633,2.12807218758945,2.10738868473633,1.84466710544974,1.43250379362838,0.337510933974021,0.485719874948003,0.666529303862658,0.751317967876424,0.771042632848931,0.7484414542346,0.601602281661486,0.355865830545661,0.224505040902363,3.32990698251155,-0.542025624348897,-0.0725001075983285,-2.27018055060575,-0.440216101123269,"Boxgrove"
"Iovita (47)","11","boxgrove",0.898671988984857,1.27434747464238,1.57477761357613,1.80023802976678,1.9171025975722,1.99772261191911,1.93929032801639,1.75572475688807,1.31610450771437,0.467458271221689,0.628009239963808,0.720343273489319,0.748732543498655,0.737431960291055,0.653504458176076,0.596725918157404,0.517208399733195,0.284168324074034,2.6818213319499,0.153734539352526,-0.293999925543838,-0.322588215304668,0.859686101974341,"Boxgrove"
"Iovita (48)","11","boxgrove",1.01589109220772,1.37769427136071,1.66985097865977,1.84819203618281,2.01104187478246,2.14150098290592,2.08593743734597,1.84947230220954,1.51212220416702,0.453982333077323,0.662537668831119,0.7629105253265,0.749723785251214,0.733848486519802,0.692879973664544,0.554355189572704,0.332613113743623,0.176804738290971,3.23139145145844,-0.440139054970256,-0.0620669073655223,-1.91252908835271,0.781722259242212,"Boxgrove"
"Iovita (49)","11","boxgrove",1.03687539117209,1.45702686265898,1.60002889141585,1.78774672483044,1.85360292228426,1.9217834561188,1.87596082461312,1.63135209121322,1.27594999033218,0.381080483753789,0.627570822795232,0.78961027333707,0.78961027333707,0.803334926251816,0.730284354286234,0.61617050626121,0.424468096193954,0.251028329118093,2.89656586112015,0.0878650180283852,-0.28475076885918,-0.243426804416347,1.57087113811398,"Boxgrove"
"Iovita (50)","11","boxgrove",1.25571897178137,1.68738932797244,1.90653502803525,2.04785632644128,2.10592613799828,2.07314654343713,1.93508149614645,1.74220288841411,1.29511961027706,0.308801147438672,0.492345168640358,0.648970847288514,0.692604612234154,0.58634228417002,0.559532483320336,0.557253107539594,0.460976616229189,0.340169699849842,3.2367136086542,-0.54571616321338,-0.413371241993326,-3.57915892636249,0.294406985803031,"Boxgrove"
"Iovita (51)","11","boxgrove",1.03099489191433,1.47210581865474,1.73727054925691,1.96360030863938,2.05734770272076,2.14871744550298,2.04591233218668,1.84698217348983,1.34642996427028,0.449376095542276,0.554445638667303,0.588298864307802,0.637323769666786,0.623284304852666,0.616264572445606,0.564975237277893,0.422542602308837,0.296527083453067,3.38079370443244,-0.562830340338703,-0.0737284026491124,-2.97209764527797,-0.876992414775533,"Boxgrove"
"Iovita (52)","11","boxgrove",0.806653086132332,1.42489539169184,1.78741514441117,1.97738046937816,2.04329315169076,2.04951132926742,1.96167957099709,1.37779269654863,1.04822928498561,0.442267880140005,0.596167775162362,0.76918856623295,0.807741267208248,0.706695881587509,0.665034091823881,0.564144160642558,0.451906055383829,0.301270703589219,3.5086066976309,-0.299336959710953,-0.0484547360409731,-1.57167188181964,0.363171962552361,"Boxgrove"
"Iovita (53)","11","boxgrove",1.08732164462229,1.50142758415087,1.66581746562724,1.89658954686169,2.01354120539774,2.03405080013431,1.99772846441763,1.78276912416329,1.27707453638359,0.464831960098427,0.574581776207891,0.658498896656782,0.742416017105673,0.745703814735201,0.645660829722437,0.522916384886746,0.400328501842937,0.2453323278795,3.22360729485572,-0.355382687372195,-0.18643479188564,-2.07898588701215,0.358825109287132,"Boxgrove"
"Iovita (54)","11","boxgrove",0.80939339034892,1.16626516405776,1.51050989579547,1.74000638362061,1.83234162803444,1.94393311145423,1.94708987194701,1.82602810704888,1.35756484992025,0.403591829001987,0.676967287676778,0.820126376024374,0.833069094044774,0.820126376024374,0.719267878280037,0.601994225973241,0.429635103067426,0.266904099664591,3.08415500144655,0.0400592924756826,0.101052528136729,0.602495710629659,0.920222465019704,"Boxgrove"
"Iovita (55)","11","boxgrove",1.03961679064692,1.41497658562361,1.67421682138385,1.94230988249732,2.0166736154644,1.94526082428172,1.83209220684968,1.65031419293015,1.2630030837266,0.352932637415191,0.550645736970524,0.69361886642509,0.775802595120851,0.757506756057522,0.72711205567812,0.629730976792657,0.486757847338092,0.258650047403357,3.05570021775444,-0.0886712495988133,-0.242673719331598,-0.958231615241636,0.539253904801098,"Boxgrove"
"Iovita (56)","11","boxgrove",1.33319217150244,1.56494626635604,1.7276732954194,1.82265681983324,1.9493015190517,2.02274973988223,1.90908326997557,1.66149858771966,1.35615365413101,0.258708878808881,0.479338777109509,0.63807250484616,0.773416896240663,0.804222363618126,0.764574586160095,0.649909790921759,0.451385667822552,0.251435365678091,3.23314789558839,-0.288617982075815,-0.212904632682345,-1.51776705471725,0.100411932025123,"Boxgrove"
"Iovita (57)","11","boxgrove",1.10679044993667,1.39009013583332,1.70192021040538,1.85423947556496,1.85070265052256,1.84704793131207,1.72090117146629,1.5115211289559,1.24720240412015,0.410861175759403,0.64664951191975,0.743794306417812,0.777865720992982,0.746270083947496,0.690388248277494,0.605268658923609,0.459433573008435,0.320907925514231,2.62786100650706,0.295898638505713,-0.535357394788032,-0.223683373034769,2.09167808292541,"Boxgrove"
"Iovita (58)","11","boxgrove",0.890983655138668,1.33641648498219,1.62715727775953,1.87730763518159,1.99164522779573,2.00108486392487,1.86775000360084,1.6152397371465,1.13877410352844,0.456170415940417,0.525551741489555,0.600950835071015,0.661718492652318,0.749389113201653,0.791867475782757,0.644727147619876,0.50112668300542,0.306552183293638,3.58352186552263,-0.269342366408569,0.188908278518145,-0.934328229090756,-1.54138712573573,"Boxgrove"
"Iovita (59)","11","boxgrove",0.811342880046795,1.23888610851116,1.52453321125958,1.85376931994689,2.01916022900577,2.09721855524384,2.15487351699988,1.88499265044212,1.46054084083867,0.420742106970352,0.618283772182736,0.707471206320095,0.747350509625882,0.707471206320095,0.675629592052685,0.592779566580198,0.447792022003346,0.24855007641746,3.23053270965479,-0.32174830728654,0.132284125582786,-1.15249916594267,-0.480293635690225,"Boxgrove"
"Iovita (60)","11","boxgrove",1.05363052649204,1.34472810951326,1.596873921977,1.77096752244577,1.86700891091958,2.00363744963076,1.94803454051435,1.76650739604606,1.28763849159695,0.418359856293015,0.637649404278871,0.744841108751957,0.674371111636502,0.686710794675706,0.686710794675706,0.613118709080453,0.484369727008758,0.262106761423094,3.06113341900255,-0.0805443854409415,-0.122964242422059,-0.901521284464628,0.505664328985026,"Boxgrove"
"Iovita (61)","11","boxgrove",1.0340762842068,1.43000922394806,1.60509956841142,1.68504031434014,1.72563915228821,1.86138758877093,1.81199024105083,1.55306266775971,1.20790969870272,0.430247127852177,0.663407636810924,0.751518427527949,0.829322392512026,0.824168979645553,0.749004567593083,0.593522330621671,0.427607574920569,0.264332372151075,3.10838780946081,0.127969133622005,-0.122604456458815,0.303875288387122,1.44266651791915,"Boxgrove"
"Iovita (62)","11","boxgrove",0.856779638165744,1.22296043610322,1.78701307680929,1.93337657553913,2.0213397687039,2.0523535955723,1.99195824851278,1.78701307680929,1.2853508246572,0.336617910337769,0.515990277430471,0.650746262010731,0.74596415151899,0.809624111933083,0.77788481543033,0.680671884427612,0.508554213678397,0.317937067253292,2.49017451990171,0.156199475521718,-0.451745211768311,-0.432777465531993,0.161116074365317,"Boxgrove"
"Iovita (63)","11","boxgrove",0.864618343874758,1.27547993761965,1.53285087592949,1.70169059690805,1.85792215690444,1.82338675943155,1.75705686904712,1.6159002841381,1.34742868235483,0.320685833676801,0.53694320356654,0.716335407106255,0.868866745944836,0.82514931819146,0.785543247280094,0.70646815068543,0.535435706057803,0.356043502518089,2.86698617116182,0.327988315090188,-0.067891746695796,1.37901557078433,0.378198269752967,"Boxgrove"
