"individual","assessment","group","width_0.1","width_0.2","width_0.3","width_0.4","width_0.5","width_0.6","width_0.7","width_0.8","width_0.9","thickness_0.1","thickness_0.2","thickness_0.3","thickness_0.4","thickness_0.5","thickness_0.6","thickness_0.7","thickness_0.8","thickness_0.9","max_length","PC1","PC2","pc1","pc2","assessment_stage"
"Iovita (116)","11","boxgrove",1.28931353803834,1.88399230189128,1.97006553301089,2.0771612583671,2.09917537969032,1.97006553301089,1.8879588102378,1.62567344582376,1.13918119712232,0.384354658778387,0.617486186845464,0.72170619365044,0.781005493431006,0.811745933116584,0.695130587728714,0.515249434213752,0.323072104824558,0.175815482459773,3.14940762714179,-0.456772931629489,-0.654567314849482,-3.20174853844314,2.40378153789907,"Boxgrove"
"Iovita (117)","11","boxgrove",0.770366489936527,1.30610268497937,1.49373544174888,1.73176099605077,1.94101619431467,2.02589767951993,1.98980071107474,1.72818703877897,1.37454396673435,0.272692939838353,0.394207487079559,0.515900732184355,0.637415279425561,0.736949989445195,0.808786530608379,0.821652776786859,0.784841016887317,0.593276907118828,2.56431434251662,0.373040585543284,-0.122664634691283,0.970025609507985,-2.54940870974299,"Boxgrove"
"Iovita (118)","11","boxgrove",1.15352958536847,1.55693047612796,1.77823423517658,1.85330284865739,1.82691734589929,1.81576854191699,1.78956885255859,1.51939616938756,1.17415487273572,0.394667660973361,0.716496469262373,0.758490297595697,0.764250512986551,0.697357689092761,0.632137185796315,0.586241276069187,0.482743212433518,0.3026900281194,2.57723185390796,0.25619596252923,-0.683400989323052,-0.826180424341919,2.80625029740307,"Boxgrove"
"Iovita (119)","11","boxgrove",0.91117187805922,1.3401938720545,1.60320549127611,1.76007558388743,1.94802263585075,1.94916517112104,1.96538917195921,1.75779051334685,1.07032704121113,0.438162276157631,0.532421435956861,0.626680595756091,0.815084661827521,0.926938864789273,0.916427540302571,0.730308544771728,0.499402166645373,0.235590772734559,2.37647336221088,0.420347346483618,-0.499328999021716,0.804805365721901,0.586445611778604,"Boxgrove"
"Iovita (120)","11","boxgrove",1.01458209086697,1.39175779358478,1.68225220553436,1.88401038232249,1.97629606689039,2.08390042784406,2.0028235308755,1.80106535408737,1.3954940561179,0.454516337153259,0.583604207672331,0.643197595075491,0.662439347121026,0.687472306092887,0.708769002531634,0.612373429177305,0.446856998960376,0.257988927911488,2.77230679957023,-0.102536592822031,-0.359219001998292,-1.61369287373228,0.238453006757516,"Boxgrove"
"Iovita (121)","11","boxgrove",1.12620393131408,1.47738921355765,1.68454728881064,1.84676295365907,1.97164998115972,1.97704307040827,1.90016511190448,1.66953123639312,1.19345892664889,0.587635234395525,0.700995855463008,0.606140932797399,0.60180531202896,0.593028323644071,0.63448108806427,0.623589162719167,0.446991926541278,0.246390155864958,3.37120951458149,-0.320941786977153,-0.124566126307531,-2.2638338735203,0.050352124007785,"Boxgrove"
"Iovita (122)","11","boxgrove",1.00517705323521,1.39391809297536,1.63781061005278,1.71826725967113,1.78518170093788,1.72092259464203,1.60833639187576,1.4528665293294,1.14989280914941,0.525623557490187,0.730880950740964,0.815718903061305,0.862320031800647,0.869091135976449,0.818507004780753,0.635156125039922,0.4106475532501,0.216277033380024,2.83324241395316,0.412117255337433,-0.342171482622198,1.13907242832978,2.78281014632546,"Boxgrove"
"Iovita (123)","11","boxgrove",1.06373744681917,1.48877864490831,1.78146715675972,1.95957605738249,2.07919767570591,2.14033201173,2.12243288654357,1.90108877508315,1.48625764136092,0.405377370419534,0.575671160045402,0.65747772515805,0.727687673952727,0.773191787983029,0.641973553341631,0.473066315666826,0.363906862065048,0.201428183436074,3.52688396279184,-0.736738152503692,0.00804779243319298,-2.99594417295611,-0.160350693737412,"Boxgrove"
"Iovita (124)","11","boxgrove",1.04558222465918,1.28590415868613,1.52170834888221,1.7208196440618,1.86648933538855,1.94880042420933,1.93987512542153,1.77084539282303,1.38154810125164,0.438441529341226,0.649783789526315,0.774737972555455,0.8337992089784,0.819033899872664,0.69980953828754,0.558877968539506,0.440755495693617,0.204510550001838,3.09630735724766,-0.0485664465044719,-0.0324842077906621,-0.132057168983073,1.15223290596709,"Boxgrove"
"Iovita (125)","11","boxgrove",1.18297093233514,1.47441230052275,1.69053199008398,1.75036875508412,1.7995954866737,1.85752053394221,1.81985969462902,1.69445101143382,1.31229863688018,0.504502309378221,0.687836039841925,0.703607711127906,0.741077378667933,0.703607711127906,0.725305707381952,0.526200305632267,0.398115217612787,0.22864144070343,3.23844983738805,-0.144513513940369,-0.148678709501754,-1.09414633876363,1.30528059029089,"Boxgrove"
"Iovita (126)","11","boxgrove",1.02562390475563,1.44953290051702,1.69809830983232,1.88912303002563,2.02519898403036,2.09582888396614,2.08403563461907,1.92839066246699,1.51757087751939,0.43025920694828,0.59316156331394,0.773559399480207,0.761506957839788,0.754897554359558,0.630614849701907,0.472896339203095,0.344725750145309,0.188432797259879,3.68441844986133,-0.737508698629479,0.186594934914951,-2.45805619882707,0.17943551604258,"Boxgrove"
"Iovita (127)","11","boxgrove",1.16824996476838,1.48881884756134,1.76108049189295,1.98162095864935,2.12978591619157,2.20557536451961,2.1591457925709,1.99886135117442,1.63698380510356,0.425888904456036,0.506799261454898,0.566713892903422,0.619459252212807,0.668790672408316,0.686372458844778,0.517382472707914,0.369558909077081,0.211152134193233,3.53513395241864,-0.874336732579628,0.0302750630957079,-3.734348263669,-1.33213536738053,"Boxgrove"
"Iovita (128)","11","boxgrove",1.07734213573496,1.4165282747774,1.69827757672781,1.89035130076678,1.96520446910608,1.94642941698137,1.92024316007059,1.82426805809099,1.45136093727193,0.325969490507287,0.495315519868973,0.662191147635303,0.713081420499647,0.702952773958685,0.688871484865153,0.603642629825355,0.494080319071295,0.30818259902072,3.09294279738631,-0.220326264743823,-0.144123495543528,-1.37883060982104,-0.212749056370032,"Boxgrove"
"Iovita (129)","11","boxgrove",0.74874760031476,1.30116616237588,1.64156492420931,1.87459219088157,2.08661199110925,2.22017798146675,2.13381395275015,1.88509592410386,1.39803392431476,0.389027156381067,0.534782664305173,0.663031950192132,0.716588022053925,0.728647863901738,0.68442844379309,0.588209060448173,0.491989677103256,0.251311543022169,3.57126929557819,-0.56726613611991,0.293829768153084,-1.75773302187697,-1.59911369336468,"Boxgrove"
"Iovita (130)","11","boxgrove",0.823557829187207,1.14329418736822,1.42643202163444,1.62854327310422,1.84176153929441,2.04405487297272,1.99070478587304,1.74616837981546,1.40421799219362,0.321010933640736,0.514382239101008,0.68699617278871,0.747083301604049,0.792239689319819,0.780950592390876,0.747083301604049,0.604512932324017,0.405497078399273,2.59102982740083,0.382481290537302,-0.0738978522974572,1.32355269012321,-0.704985881968436,"Boxgrove"
"Iovita (131)","11","boxgrove",0.942996379626188,1.35317255053295,1.59077988843666,1.69831021653907,1.86592373488303,1.94087286910188,1.92092772759901,1.80584054464148,1.39318671640516,0.510892941352916,0.666613704515044,0.727935723421372,0.745898739060599,0.776497807080524,0.730537263617398,0.582373355310393,0.413768774034612,0.199203649295706,3.29156776230528,-0.172460230252008,0.0889440753135581,-0.499691133773896,0.485564045891306,"Boxgrove"
"Iovita (132)","11","boxgrove",1.00623888493241,1.33410033524497,1.56278527006951,1.84483421830385,2.00618484375517,2.06332461283076,1.9896973773479,1.87025763978682,1.51445559754743,0.534521143753339,0.752508104191479,0.794041416515144,0.674727537476254,0.638354424562499,0.65131785234837,0.503434088771687,0.354165881450882,0.217986960438141,3.18044485581513,-0.34580938629473,-0.0620360185978886,-1.81640617985363,1.16284487573059,"Boxgrove"
"Iovita (133)","11","boxgrove",1.13697269810588,1.71522438332655,1.98374117292032,2.19174882429684,2.34535816131568,2.3780690419757,2.27394539621176,2.04904311416468,1.51200953497714,0.387857584968777,0.578131865144996,0.686808673784687,0.617672490118643,0.528646173890098,0.533678617068562,0.46442261332684,0.360658427789935,0.195186903279005,3.42086316059889,-1.1479724249169,-0.333323273032191,-5.82038209122326,0.0841647090270906,"Boxgrove"
"Iovita (134)","11","boxgrove",1.04523575143483,1.63926164655382,1.87881507995928,2.0176061769497,2.10726522560551,2.16750056169935,2.1044894036657,1.92225669331728,1.29741917466642,0.446352167921183,0.623865980971927,0.675357477955372,0.663976608002157,0.616648843928425,0.606655884945115,0.540868904971657,0.380565187947725,0.200275552957173,3.33515006067973,-0.693981416350385,-0.25628630108656,-3.73796700555511,0.385353539958518,"Boxgrove"
"Iovita (135)","11","boxgrove",0.798035254200682,1.19955398552226,1.49761240564338,1.72917805500478,1.89669103528571,1.93121847404718,1.93731872824532,1.73418026344726,1.3424219388427,0.376019668773353,0.586112423357297,0.772292181484531,0.855255638579236,0.838906957328221,0.714461771686164,0.616369684180071,0.490582442614423,0.271705321985158,3.40638194424141,-0.095971669400048,0.300435176990199,0.521576930031635,-0.126288486387416,"Boxgrove"
"Iovita (136)","11","boxgrove",1.02324675236568,1.38033354263361,1.68592746675052,1.8498000340284,1.9856066697555,2.00427863248143,1.93875280055503,1.73034586255196,1.24800615461941,0.356274965801583,0.542762643213349,0.673118457523563,0.736556740822217,0.759171850956107,0.741311712696522,0.64447265135397,0.478280585600823,0.239140292800411,3.42589924797486,-0.312200168874,0.0516539871296979,-1.1806302301413,-0.474619775065003,"Boxgrove"
"Iovita (137)","11","boxgrove",0.622560445105597,1.20910828536488,1.70731581318349,1.96835745715234,2.1732910648413,2.37802570786261,2.46039708027351,2.15717492676091,1.57460637985481,0.574410995532074,0.701549418166294,0.720053132258599,0.623555268443893,0.627733526464736,0.668720248002528,0.562075186137204,0.360921907133766,0.180500746500415,3.29087560308296,-0.758820873646748,0.153432781940987,-2.99306322992472,-0.942114779137667,"Boxgrove"
"Iovita (138)","11","boxgrove",1.05125739330893,1.42440418032071,1.72925530048588,2.01596186229741,2.23211877485814,2.36634342702698,2.33456227512806,2.13429593851679,1.65870565123509,0.381035725426405,0.503088872612681,0.557635246793804,0.6912964033616,0.697156757612465,0.627396002203135,0.501961881410591,0.348578378806232,0.22303155889348,3.47902184084979,-0.991031372352718,0.0621884526279781,-4.02251801937587,-1.5699996779987,"Boxgrove"
"Iovita (139)","11","boxgrove",0.807451932041575,1.28625380762827,1.68857648561979,1.81753865550964,1.92096098326679,2.02718988708248,2.0611494573908,1.93513419236241,1.66023006742855,0.367521134865639,0.630777969156566,0.682839955042458,0.730551748037616,0.714694593306872,0.685786859903924,0.63653145007657,0.515006706741846,0.292164567693875,2.24105098274313,0.200787959221449,-0.469622367637808,-0.433301814633968,0.925533238425189,"Boxgrove"
"Iovita (140)","11","boxgrove",0.875308501120148,1.32476409980204,1.426205475147,1.49383305871031,1.69487446430321,1.68131546858879,1.53434265084477,1.28760240784398,1.04772536020482,0.821407308280085,0.893889347099176,0.9975068575588,1.03550552456096,0.869784465829086,0.759303760007839,0.565962524820658,0.386515075365543,0.224309311818894,2.79214874711877,0.717754220645865,-0.26861514392853,2.68941766514957,4.64059023944503,"Boxgrove"
"Iovita (141)","11","boxgrove",1.01246417321359,1.5272244283953,1.76311357117738,1.93009511187416,1.98007017972315,1.89393567711653,1.75287976888748,1.68226653308721,1.34983852203712,0.478259693681084,0.699821513257306,0.784250382148938,0.726258835839534,0.682253485992987,0.643535600662885,0.541538704506933,0.393830824789452,0.256697874104861,2.77847732170644,-0.00837259792493902,-0.513178062390879,-1.44768465192024,2.36909038703642,"Boxgrove"
"Iovita (142)","11","boxgrove",0.87228230233089,1.33666415410782,1.58400406509251,1.75204558495621,1.91064236719819,1.9936812484664,1.92195734989352,1.73128586463916,1.32347892633888,0.345153728334403,0.539846240497022,0.636257374041528,0.774094435966456,0.859938684845075,0.857974927517786,0.640091376442425,0.458864628809785,0.28539939823262,3.24581032524712,-0.0864519430819978,0.108924553413135,0.0802932411577511,-0.705883859114242,"Boxgrove"
"Iovita (143)","11","boxgrove",1.02658443421428,1.30321262892989,1.50006472346334,1.62597089684244,1.81658096827003,1.98572456999212,1.93335247368933,1.66905608071944,1.40932702172944,0.408015168870574,0.784820222211868,0.952745868205989,0.844347808416493,0.750260728430667,0.648256936213023,0.52113280710596,0.414409436442426,0.232325055110633,2.97181197625134,0.0646037134644624,-0.115687419930964,0.107412991360414,2.71107802204025,"Boxgrove"
"Iovita (144)","11","boxgrove",1.2145282987001,1.43323995966726,1.60980134229767,1.82851300326483,1.97336380497935,2.07619482457489,2.1051649849178,1.94700356899167,1.58083118195476,0.355210704744994,0.53268556089973,0.594671264336127,0.691499457914667,0.698285261238231,0.653786050981786,0.540776326400902,0.438597787894168,0.252901670020499,3.45031999759649,-0.591425565516732,0.0962748052447062,-2.37312314072704,-0.933061936417704,"Boxgrove"
"Iovita (145)","11","boxgrove",1.14881873828684,1.41447788517579,1.61078825878048,1.80935098570551,1.87289105832152,1.77592132063514,1.7735504224032,1.69448096636798,1.28289303330309,0.432570382417572,0.625680043409138,0.689220116025147,0.771134649938696,0.785834218976729,0.645239953822648,0.626984037436705,0.469319305012652,0.249299949088559,3.07742590505896,0.0158890566127576,-0.192049048134087,-0.463178997936366,1.10454569822865,"Boxgrove"
"Iovita (146)","11","boxgrove",0.780618980087576,1.26890303683164,1.76071770859192,2.02445465030401,2.18121395702445,2.28095383123283,2.3148477353886,2.34521102452814,1.88181780364848,0.636922948927177,0.655105616260741,0.62244742736065,0.625978042376876,0.578667801159447,0.487754464491627,0.433206462490935,0.331171688522002,0.236551206087144,3.57827831894509,-1.0749937387725,0.283203026658671,-4.10233694706225,-1.28044929329245,"Boxgrove"
"Iovita (147)","11","boxgrove",1.25395251414646,1.53952310436302,1.74552256112992,1.8796989237166,1.96160676742213,1.94168323787213,1.83001308459193,1.55686395415653,1.33094096783964,0.413351745787196,0.565483881918931,0.679613730205309,0.70494858876888,0.644071137366124,0.639028762603472,0.560441507156278,0.499564055753522,0.251011875379847,3.37470154846791,-0.329577632751856,-0.18213704941807,-2.13766285953511,0.443762975329419,"Boxgrove"
"Iovita (148)","11","boxgrove",0.972698915901873,1.23080704369994,1.51865906051094,1.68987078528366,1.9231513693602,1.98890748763256,1.84129422025852,1.80036564570769,1.51620088786524,0.539814712994823,0.670343680481276,0.823610744940416,0.803330820613425,0.719752950659764,0.624621669271332,0.514495534744155,0.399084329028732,0.230576594166277,3.32222033065803,-0.201167357372295,0.14334173059985,-0.524426040104281,1.01693623529134,"Boxgrove"
"Iovita (149)","11","boxgrove",0.784507496235401,1.09244501812219,1.46109022289524,1.65201148646505,1.84733185749039,1.95247052567745,1.94205930469937,1.75568378550027,1.33820848797089,0.538157478725967,0.64402933148895,0.734650945072777,0.740809695510513,0.737730320291645,0.715001598438096,0.625846354006111,0.519974501243127,0.320548296592633,2.83009246305481,0.251665944876389,0.00331786627765948,0.774055242891171,0.149694768246259,"Boxgrove"
"Iovita (150)","11","boxgrove",0.87545978631821,1.10990544769792,1.35625712699095,1.67081118050354,1.887471308951,2.02549292402031,2.01064714859751,1.83396772227876,1.45121129454662,0.436407002279847,0.633370755413897,0.788002000411673,0.812254999864746,0.784915255026736,0.7577224980642,0.62425750713456,0.457573256347983,0.23635650376086,3.12496223255963,-0.00493283543885728,0.210303268710763,0.588362332875273,0.117075985531997,"Boxgrove"
"Iovita (151)","11","boxgrove",1.09694593168846,1.4433606603252,1.67018469107467,1.94133183274051,1.9051788805184,1.91345116619634,1.89486405516689,1.7918179286355,1.42477354929575,0.404320728382329,0.692829457273483,0.825390282087897,0.78229269497566,0.646463806683542,0.595910949762791,0.475911743940806,0.387469776075412,0.294840601879208,2.91572538401503,-0.139434526645568,-0.353341088215509,-1.54213806150115,2.26580660703338,"Boxgrove"
"Iovita (152)","11","boxgrove",1.14462259655084,1.40433015760655,1.57344205782887,1.67962406891316,1.88029832839356,1.9196538627771,1.87640174083084,1.70125012988629,1.24301143250968,0.401738177717079,0.546301576294224,0.630662697027248,0.731194656145586,0.753210375874989,0.763341503538077,0.642742118471699,0.489995886012829,0.265162783643523,3.38223800444641,-0.151285195941593,0.0714829316038375,-0.569249559696548,-0.508653862699428,"Boxgrove"
"Iovita (153)","11","boxgrove",0.856426016296489,1.25819910294839,1.57047447683635,1.78165268852969,2.00329314872911,2.20412283200884,2.19957402831054,2.09392806241764,1.63245192722562,0.478306708875718,0.759650217615263,0.797177848126197,0.750325170033759,0.712797539522825,0.650706369041098,0.506509291805147,0.347073722179908,0.178199384880706,3.16369297216417,-0.463211390175904,0.086015677126678,-1.63007639815792,0.83508087462262,"Boxgrove"
"Iovita (154)","11","boxgrove",0.805766191598111,1.26900019648448,1.57086348229775,1.80683009981029,1.94514785901579,2.03301008341677,2.00223655680108,1.85739437499154,1.5148621882798,0.636783646153649,0.784670558511737,0.876664917228607,0.837409641227673,0.726385716582373,0.549356383259603,0.448445313650555,0.374393117094777,0.197255043395273,3.19044265337228,-0.261549681249546,0.0254907245469253,-1.0166029903537,1.96848351569738,"Boxgrove"
"Iovita (155)","11","boxgrove",0.772969783900665,1.24524230678961,1.4927528386293,1.5978446890415,1.78223603023728,1.76269150927648,1.68034819965473,1.50717092786268,1.17731708640124,0.746536620306134,0.786106265202189,0.784504255287369,0.756469081778018,0.667237129522543,0.647372206578774,0.624303263805366,0.521934830248366,0.359971627860061,2.63530630987895,0.584840773518154,-0.267854995773942,1.26590032171514,1.95667925984152,"Boxgrove"
"Iovita (156)","11","boxgrove",1.08487535549536,1.42409646419879,1.57199620212785,1.81372659494103,1.8305296022873,1.89774163167238,1.84067795325881,1.5518658665942,1.17903874319823,0.437377290231147,0.661971942879321,0.764952750278743,0.768446444875493,0.747817010113734,0.751144338301115,0.586607959435156,0.423568878253519,0.288146621027139,2.83488361564806,0.18024665201667,-0.363417193005965,-0.251395764082337,1.71333221255254,"Boxgrove"
"Iovita (157)","11","boxgrove",1.00641546386845,1.36999233827458,1.56793172093451,1.67938872472634,1.65854213698009,1.78351846252815,1.73769724985818,1.59600237374134,1.40023021059958,0.774522975423781,0.787319890673954,0.747897135629066,0.697947885781617,0.767092508504326,0.591547727532194,0.513837427666223,0.406405260122432,0.268116014677013,2.96496270272155,0.191552479155964,-0.183991145339493,-0.0488604878806,2.01875864373449,"Boxgrove"
"Iovita (158)","11","boxgrove",1.21474835621087,1.57550212059289,1.72767992147102,1.8036472741458,1.86624437274983,1.89456500182698,1.80863073248127,1.69814381475106,1.4601532922915,0.405969532694048,0.548788155722643,0.671672945409374,0.67665640374484,0.675440926102044,0.661584480974163,0.586467962649336,0.448632797956207,0.275670329386258,3.22223123105366,-0.241395581965291,-0.182754306737976,-1.69217218510203,0.417232638141698,"Boxgrove"
"Iovita (159)","11","boxgrove",1.00709804335624,1.2084988295241,1.65882722289478,1.91340158111164,2.01221972385755,2.04261806681654,1.9628106524846,1.81364231319671,1.369995908526,0.487032274962015,0.698597212955176,0.791674492170139,0.779063414905422,0.750923772352061,0.667540082377888,0.473480072528289,0.341534323833266,0.228975753619823,3.31558397041774,-0.3564283099448,-0.00962280896143469,-1.46897675967392,1.13898461675922,"Boxgrove"
"Iovita (160)","11","boxgrove",1.15562845466704,1.45814516679613,1.66213691108607,1.80718417523493,1.96708934553504,2.02116238103638,1.9497957170639,1.82447780370607,1.38799636398359,0.457063293325472,0.723165956772356,0.755804635858747,0.748253896667119,0.748253896667119,0.6127059495658,0.493477342007677,0.364140486822052,0.220920014413111,2.95818475749419,-0.209242951504131,-0.333944111217515,-1.73102275149354,1.97106723947457,"Boxgrove"
"Iovita (161)","11","boxgrove",1.15215365072165,1.46796014320293,1.59483084743098,1.89096996263676,1.98866201697247,1.99188617718157,2.01961395497982,1.77715710725555,1.53292697141628,0.505225904765865,0.691421156841352,0.834251454104452,0.827641925675799,0.777828650445214,0.618232720094797,0.41220888273335,0.302426227613517,0.204411757256898,3.04360723738977,-0.309741098166363,-0.281679584670946,-1.81519667802887,2.36781324233292,"Boxgrove"
"Iovita (162)","11","boxgrove",0.929982297947596,1.24148007045391,1.57470196352756,1.83835918636922,1.98449247827291,2.10439063003792,2.09952347734251,1.93178477591285,1.47403500046149,0.35862605592286,0.621689723557769,0.757495154863877,0.722000553499781,0.643769977249147,0.684131731308654,0.606969554430184,0.440536674455391,0.259502336394364,3.21588211021195,-0.336844659844668,0.0858603694898367,-1.3141785133525,-0.138819996756458,"Boxgrove"
"Iovita (163)","11","boxgrove",0.938839986423164,1.38888049347338,1.6647654037062,1.74134814526612,1.84203834414205,1.90812602885319,1.870302259616,1.72243626064752,1.33640520922948,0.44993659559627,0.647056623736252,0.7841158314941,0.791701367632328,0.685607773151083,0.664202013637727,0.591360084419947,0.445676225984388,0.237853318087728,3.38855251325505,-0.192754984003884,0.0846310112824381,-0.670833519185962,0.763829339630208,"Boxgrove"
"Iovita (164)","11","boxgrove",0.874943249115511,1.31980959349338,1.60199210182881,1.52582648768166,1.68998926768812,1.90354877609292,1.84675732787447,1.77369749605178,1.08687591915989,0.435992680593733,0.628107501520212,0.692145775162372,0.72275991521763,0.783692406535344,0.844624897853057,0.74405670829955,0.497073066307849,0.30495824538137,3.02444040642532,0.259106011914248,0.0231918376501369,1.09282292983839,-0.0129139429966752,"Boxgrove"
"Iovita (165)","11","boxgrove",0.836748883896663,1.29138969315652,1.57678745496259,1.82598281130423,2.00942538881651,2.22497681357815,2.21077728351967,2.09206409528299,1.67874263925637,0.567085736479729,0.770228562901974,0.858495911914158,0.812443381994757,0.706906334262798,0.601369286530838,0.485342495872793,0.335032155163639,0.134575726320026,3.26717115039302,-0.564642409752397,0.118252743593409,-1.85079669542627,1.29267099621576,"Boxgrove"
"Iovita (166)","11","boxgrove",0.917592337698986,1.28660524551118,1.52347497683105,1.74540141436067,1.93237783418251,2.0695844408021,2.14306592679549,2.04957771688457,1.69056817103115,0.488929753021573,0.68751501264741,0.743583238934804,0.763960457739694,0.766430423655439,0.682451582520134,0.527090726419821,0.346289221387343,0.165487716354864,3.55551593571384,-0.573429497262867,0.366608025301764,-1.31305416169221,-0.0653010619512705,"Boxgrove"
"Iovita (167)","11","boxgrove",0.93051087531763,1.41626737195558,1.72751072191161,1.90202386859354,2.10720388862443,2.13973449460786,2.06620177066615,1.90541247338348,1.49827160787214,0.387825818208677,0.607915699315305,0.660269643319884,0.646206933441632,0.611304304105246,0.586906349617675,0.552003720281289,0.457631076881449,0.261939150262392,3.63597293960603,-0.714518979281276,0.189092930023961,-2.84930429037366,-0.953283331676171,"Boxgrove"
"Iovita (168)","11","boxgrove",0.989902263186463,1.34507423621286,1.62128187435571,1.8806244282448,2.04302066999964,2.14566313641827,2.08814314707595,1.88520368953225,1.45441806061312,0.397278839010972,0.649361588419959,0.706993267061978,0.743850735960943,0.704647791768407,0.640203065845064,0.543480132310203,0.423749203038411,0.210757708522267,3.30376948494365,-0.466943153145394,0.0149768765337322,-1.98696114280494,0.163569311896675,"Boxgrove"
"Iovita (169)","11","boxgrove",1.25729977286932,1.40279294855648,1.62564975558813,1.86888912051404,2.0143822962012,2.05413391463585,2.03262524857064,1.80976844153899,1.35504596210806,0.404047611738032,0.538730148984042,0.705844601553507,0.807982612658968,0.709335536883462,0.599089546947137,0.531748278324132,0.414407806910802,0.250784289671292,3.1035541191472,-0.323499055271508,-0.24195184529768,-2.01270525540982,0.715330514704617,"Boxgrove"
"Iovita (170)","11","boxgrove",0.893763476722188,1.20443077432951,1.57285236015392,1.79070026598378,1.97015109008688,2.0198134313285,1.94920722732684,1.74579789355126,1.36944302637834,0.382701492251716,0.539780462952047,0.727957896538505,0.808084038158371,0.832518544711756,0.709870015063921,0.575797560274245,0.438393127318197,0.307493985067921,3.19076575836734,-0.117437487961036,0.0724229209347259,-0.23241003636518,-0.11513023509471,"Boxgrove"
"Iovita (171)","11","boxgrove",0.731161892007894,1.11156467384943,1.43574669906563,1.66282014465626,1.87514476837894,1.98130708024029,1.92815291033997,1.7689824565176,1.46524434280152,0.630840697718016,0.859666478580083,0.888141926740965,0.862587037365814,0.80987095128336,0.647341854857399,0.502774194963687,0.373393440755779,0.2077977576048,3.26664500184074,-0.0519127190404224,0.239076894373323,0.515113792620818,1.8765516945872,"Boxgrove"
"Iovita (172)","11","boxgrove",1.01222654822524,1.48190715368229,1.76534663092935,2.02445309645048,2.11362957349001,2.14464747854723,1.98675029806196,1.79770151465283,1.44554133396002,0.449358529729896,0.578911762490463,0.756729925103008,0.861415354671145,0.787079340827104,0.639610593938655,0.457647797460706,0.294937493776897,0.186107430343355,3.71680069220205,-0.771889162564279,0.079094542929699,-2.70304350560348,0.605577336512647,"Boxgrove"
"Iovita (173)","11","boxgrove",0.748682226132579,1.20496593965118,1.57725848770616,1.83360225612112,2.05416442233859,2.07628892446071,2.06795809341472,1.92455854262319,1.44205319695985,0.471716236603781,0.681489293761687,0.743355957103179,0.792658088375317,0.765890172227564,0.712354339932056,0.54341601199955,0.413946703284905,0.183005141010153,3.68058847031613,-0.534166010596185,0.414412132764567,-1.06559905955425,-0.398945313711655,"Boxgrove"
"Iovita (174)","11","boxgrove",1.17773363498485,1.53645753159934,1.78147942548997,1.98030988077402,2.05344632523442,2.10437534728782,2.05344632523442,1.88008038097707,1.47057551179189,0.427418856593496,0.589088891716494,0.650233328077116,0.674661492724821,0.685321055480184,0.674661492724821,0.555629708623273,0.372344449024122,0.19690581200878,3.06906577664813,-0.481475124342537,-0.339850556859935,-2.95321558855067,0.518040792434291,"Boxgrove"
"Iovita (175)","11","boxgrove",1.13854840232613,1.35731303983542,1.56621590638398,1.80595416945765,1.95457522478143,2.08083367271536,2.08083367271536,1.8956823953821,1.61246900117166,0.315021078013379,0.558509592015784,0.744633156626863,0.748939000285776,0.734632487483582,0.670183730782432,0.521284879093568,0.435306904097853,0.2577950268046,3.12937605275196,-0.345061692735329,-0.0417961523495479,-1.498243310156,0.271600974689166,"Boxgrove"
"Iovita (176)","11","boxgrove",0.801454450171714,1.32133672654441,1.74941000517469,1.98010008383936,2.06453486489564,2.07326102130757,2.01488180587565,1.83126381039082,1.03976455274539,0.466296301786763,0.681623429021979,0.737421668613753,0.828616148298987,0.805878980183397,0.684204404862127,0.547412685334276,0.428319085853155,0.197629007188486,3.34543630327773,-0.342112384012029,-0.0475937434271087,-1.38651969524693,0.7505526275204,"Boxgrove"
"Iovita (177)","11","boxgrove",0.877750839812195,1.38484937312471,1.65639087400967,1.82992689424957,2.00849828379581,2.02213062508854,1.93652934688103,1.7158327946014,1.42574639700291,0.397548547428582,0.633105579856145,0.666019701175533,0.749533143329205,0.741918682426958,0.744497774022881,0.612841288745327,0.428006391037568,0.243048679444289,3.18824846810194,-0.211249314674994,-0.0335795647831083,-1.01677041406309,0.0998938134145156,"Boxgrove"
"Iovita (178)","11","boxgrove",0.854947245146407,1.3989568614297,1.57201106229949,1.78758515276621,1.80525802868921,1.83342964278429,1.76291311806182,1.69222161436981,1.37078524733462,0.548384090521662,0.627824542690403,0.696241319778459,0.734211756167483,0.777431561642547,0.710764574249837,0.580930178855111,0.443746666739928,0.281366183011752,3.11637544741251,0.0498167006920647,-0.0317217727530519,-0.0321567173161798,0.539257007306115,"Boxgrove"
"Iovita (179)","11","boxgrove",1.249865209538,1.52203713734482,1.69011754686804,1.86049892679542,2.00425479204604,1.92240598766935,1.76867925066735,1.66360160221053,1.30519806925718,0.476739153738919,0.700371563019805,0.795259199686756,0.759101093335609,0.68448391022915,0.615673938142723,0.537660084439641,0.365963864281313,0.207854326509476,3.25203817121837,-0.275297074363149,-0.274327472299889,-1.88177000528594,2.10211875569776,"Boxgrove"
"Iovita (180)","11","boxgrove",1.06197351083959,1.35535096156929,1.55014301669342,1.78365560923368,1.91831850215871,2.0010456571843,2.0010456571843,1.85699997191611,1.49675360674081,0.403327918750923,0.555831332328434,0.673050160615482,0.720757034360266,0.757495291703896,0.735690210906418,0.621246574720868,0.449581120442542,0.220693848071442,3.15050379522346,-0.219285903973243,0.00229262935779844,-0.932705579777818,-0.242463482124507,"Boxgrove"
